Date,Open,High,Low,Close,Adj Close,Volume
2014-08-05,6.800000,6.860000,6.550000,6.660000,5.853073,463865427
2014-08-06,6.650000,6.730000,6.640000,6.640000,5.835497,110785500
2014-08-07,6.660000,6.820000,6.640000,6.750000,5.932169,76599510
2014-08-08,6.760000,6.770000,6.630000,6.660000,5.853073,70280000
2014-08-11,6.780000,7.050000,6.750000,6.970000,6.125514,190255833
2014-08-12,7.000000,7.090000,6.960000,6.980000,6.134302,84527700
2014-08-13,7.020000,7.020000,6.780000,6.900000,6.063994,70089090
2014-08-14,6.910000,6.910000,6.780000,6.800000,5.976111,36687500
2014-08-15,6.810000,6.850000,6.750000,6.800000,5.976111,24940041
2014-08-18,6.830000,6.900000,6.730000,6.790000,5.967321,46956871
2014-08-19,6.810000,6.850000,6.740000,6.780000,5.958534,28269500
2014-08-20,6.780000,6.840000,6.770000,6.780000,5.958534,18297000
2014-08-21,6.810000,6.810000,6.670000,6.720000,5.905803,23024500
2014-08-22,6.710000,6.760000,6.610000,6.650000,5.844285,23629500
2014-08-25,6.650000,6.760000,6.650000,6.720000,5.905803,22174500
2014-08-26,6.700000,6.730000,6.670000,6.710000,5.897015,15580500
2014-08-27,6.740000,6.760000,6.650000,6.660000,5.853073,28585242
2014-08-28,6.660000,6.730000,6.290000,6.310000,5.545479,53681226
2014-08-29,6.300000,6.380000,6.200000,6.370000,5.598210,47748754
2014-09-01,6.480000,6.520000,6.420000,6.470000,5.686094,39121000
2014-09-02,6.470000,6.490000,6.350000,6.380000,5.606998,19610760
2014-09-03,6.350000,6.450000,6.170000,6.190000,5.440019,51374000
2014-09-04,6.230000,6.290000,6.190000,6.220000,5.466384,37341500
2014-09-05,6.250000,6.430000,6.220000,6.390000,5.615787,37202941
2014-09-08,6.460000,6.460000,6.350000,6.380000,5.606998,14583000
2014-09-10,6.400000,6.460000,6.330000,6.360000,5.589421,42881500
2014-09-11,6.340000,6.420000,6.340000,6.420000,5.642152,32240159
2014-09-12,6.480000,6.690000,6.450000,6.690000,5.879438,56051600
2014-09-15,6.680000,6.760000,6.550000,6.600000,5.800343,38311297
2014-09-16,6.560000,6.660000,6.500000,6.520000,5.730035,15630000
2014-09-17,6.520000,6.550000,6.450000,6.480000,5.694881,19626500
2014-09-18,6.500000,6.510000,6.400000,6.430000,5.650939,27324500
2014-09-19,6.450000,6.640000,6.450000,6.560000,5.765189,30192751
2014-09-22,6.530000,6.540000,6.430000,6.430000,5.650939,27204500
2014-09-23,6.450000,6.520000,6.440000,6.450000,5.668516,16056360
2014-09-24,6.450000,6.550000,6.450000,6.510000,5.721247,28769500
2014-09-25,6.540000,6.690000,6.480000,6.510000,5.721247,25902000
2014-09-26,6.460000,6.500000,6.420000,6.460000,5.677305,13157000
2014-09-29,6.390000,6.400000,6.170000,6.340000,5.571845,44607500
2014-09-30,6.300000,6.400000,6.230000,6.380000,5.606998,24227500
2014-10-03,6.430000,6.430000,6.240000,6.400000,5.624575,23910070
2014-10-06,6.420000,6.440000,6.350000,6.400000,5.624575,14129000
2014-10-07,6.410000,6.410000,6.290000,6.330000,5.563056,22557500
2014-10-08,6.300000,6.340000,6.270000,6.310000,5.545479,8931144
2014-10-09,6.310000,6.370000,6.220000,6.280000,5.519114,17933000
2014-10-10,6.230000,6.270000,6.180000,6.230000,5.475172,22278000
2014-10-13,6.210000,6.230000,6.140000,6.170000,5.422441,23270523
2014-10-14,6.120000,6.220000,6.020000,6.090000,5.352135,17469000
2014-10-15,6.080000,6.130000,5.970000,5.990000,5.264250,27100500
2014-10-16,5.960000,6.020000,5.840000,5.910000,5.193943,25688000
2014-10-17,5.980000,6.140000,5.970000,6.110000,5.369711,61884500
2014-10-20,6.180000,6.320000,6.120000,6.300000,5.536691,25322900
2014-10-21,6.270000,6.350000,6.240000,6.260000,5.501537,16368700
2014-10-22,6.250000,6.390000,6.250000,6.330000,5.563056,19987790
2014-10-23,6.300000,6.330000,6.230000,6.270000,5.510325,13527000
2014-10-24,6.250000,6.290000,6.160000,6.190000,5.440019,25384500
2014-10-27,5.980000,5.980000,4.950000,4.960000,4.359046,242017000
2014-10-28,5.050000,5.180000,5.010000,5.170000,4.543601,106542565
2014-10-29,5.200000,5.220000,5.020000,5.070000,4.455719,44290649
2014-10-30,5.060000,5.100000,4.950000,4.980000,4.376622,56307200
2014-10-31,5.010000,5.100000,5.010000,5.070000,4.455719,15844000
2014-11-03,5.020000,5.050000,4.960000,4.970000,4.367834,28638500
2014-11-04,4.950000,5.070000,4.950000,5.060000,4.446929,18397275
2014-11-05,5.070000,5.190000,5.060000,5.140000,4.517236,28238146
2014-11-06,5.170000,5.190000,5.100000,5.150000,4.526025,20193406
2014-11-07,5.220000,5.230000,5.130000,5.150000,4.526025,28920968
2014-11-10,5.210000,5.280000,5.110000,5.130000,4.508449,46634450
2014-11-11,5.150000,5.160000,4.950000,5.070000,4.455719,63279500
2014-11-12,5.030000,5.210000,5.010000,5.100000,4.482083,24334000
2014-11-13,5.100000,5.190000,5.080000,5.170000,4.543601,15399285
2014-11-14,5.180000,5.180000,5.020000,5.160000,4.534813,26292500
2014-11-17,5.160000,5.190000,5.090000,5.130000,4.508449,11732000
2014-11-18,5.120000,5.170000,5.090000,5.150000,4.526025,13881500
2014-11-19,5.120000,5.170000,5.110000,5.150000,4.526025,21022307
2014-11-20,5.130000,5.150000,5.000000,5.060000,4.446929,20699630
2014-11-21,5.050000,5.120000,5.050000,5.080000,4.464506,15698500
2014-11-24,5.120000,5.270000,5.080000,5.250000,4.613909,51895090
2014-11-25,5.280000,5.330000,5.140000,5.220000,4.587544,257070994
2014-11-26,5.190000,5.210000,5.070000,5.110000,4.490871,80224294
2014-11-27,5.110000,5.120000,5.020000,5.050000,4.438141,28162116
2014-11-28,5.100000,5.100000,4.470000,4.590000,4.033874,137434979
2014-12-01,4.620000,4.640000,4.110000,4.240000,3.726281,149778221
2014-12-02,4.250000,4.380000,4.180000,4.380000,3.849319,74221891
